"","risk_tolerance","investment_experience","liquidity_needs","platform","time_spent","instrument_type_first_traded","first_deposit_amount","time_horizon","user_id","churn","n_days_gt10_l30d","avg_bal_gt10_l30d"
"864","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",26.4593333333,"etp",2000,"long_time_horizon","c8b438a959538261b3eae4b2b839dfd1",0,22,2726.59090909091
"865","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",200,"short_time_horizon","be4a78ccfb9a76efba86bff30edc8ae4",0,22,476.943181818182
"866","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",5.03508333333,"stock",150,"short_time_horizon","83dc7d45915184fbc6dab8d55209aee4",1,16,348.363125
"867","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",2.63665,"stock",1000,"short_time_horizon","67b6669c9b31181819c2497c39871ff2",0,11,909.090909090909
"868","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",0,"0",100,"long_time_horizon","e5de2ca5747e3a59c6af40e036beb7fe",0,22,96.2859090909091
"869","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",3.43285,"stock",500,"short_time_horizon","66c4be5391b21f407c76c28ef07ccef6",0,5,10.411
"870","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",500,"med_time_horizon","8b551f23679b656182b36dfff145f601",0,22,4056.51681818182
"871","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",1.75563333333,"stock",50,"long_time_horizon","e257fbc0c2e4e96384f8925766baeed6",0,10,50.72646
"872","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",12.0151833333,"stock",4000,"med_time_horizon","85310ae8cb9be0e352503342f13142ee",0,22,80.9309090909091
"873","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",16.4207833333,"mlp",130,"med_time_horizon","c90ae8559f5c56f29fbbbf9cbc815838",0,22,63.6854545454545
"874","high_risk_tolerance","no_investment_exp","very_important_liq_need","both",20.5643,"stock",500,"short_time_horizon","485549bfa3b09b14f08c619aee9ab5fe",0,22,633.4
"875","high_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",0.875016666667,"stock",100,"long_time_horizon","8b0452100f8528a0b78e2c5b96e65595",0,22,620.444545454546
"876","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0.319266666667,"stock",40,"short_time_horizon","5c7581586905335c60cc572b59a96120",0,22,24.2772727272727
"877","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",18.0674333333,"stock",100,"short_time_horizon","4fe891cf2fbbc85df98fdc367ba084a0",0,22,5332.61636363636
"878","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",3000,"short_time_horizon","3c5b3d054e5e28624e7944a73b622d6c",0,22,15723.7372727273
"879","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",15.9175166667,"stock",75,"long_time_horizon","4a7f176dbe5cf1b986b4724ccfcf65e7",0,22,58.04
"880","med_risk_tolerance","good_investment_exp","not_important_liq_need","iOS",12.6217333333,"etp",1500,"long_time_horizon","b6315d5cf1d9d367a5ceb37011a7f6fd",0,22,13293.0878727273
"881","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",3.44388333333,"stock",20,"long_time_horizon","32b8547296a2c929ef095b5c5212b585",0,22,16.5172727272727
"882","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",3.77341666667,"stock",20,"med_time_horizon","9b45c97d6833ff6c7f344a50bb3cea23",0,22,18.76
"883","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",10.6246833333,"stock",50,"short_time_horizon","2d76fafa89066ffb187dfd4deb5de972",1,21,508.8
"884","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",5.97563333333,"stock",500,"long_time_horizon","deb85c030c56bc7206d16b4359de8147",0,22,985.23
"885","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","both",81.6359,"stock",100,"med_time_horizon","34d1b71123f2fedd374a48ac6c2ad852",0,22,7618.29636363636
"886","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",0,"stock",4000,"long_time_horizon","c903d0a5965bc50f1457053081d2daa3",0,22,77357.21
"887","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",17.38405,"stock",1,"long_time_horizon","c194e1d3a011c0d97ebd99163056f545",0,22,144.150336363636
"888","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",68.78805,"stock",100,"long_time_horizon","9821c50be75fdb99d3cdfd4ec0968ba6",0,22,1510.85590909091
"889","high_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",0,"etp",500,"long_time_horizon","6f039db82781f6933b1f0f79cc811082",0,22,4400.80839545455
"890","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",0,"stock",150,"short_time_horizon","64d71ccb5f0a8334ea626d21fc717559",0,22,6800.46347727273
"891","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",29.9833833333,"stock",100,"short_time_horizon","cd494c4cabd6bb8dc06dd47644ae269a",0,22,23.59805
"892","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",4.17238333333,"stock",30,"long_time_horizon","d98a1da169da62f4f5566bd287e3f076",0,22,35.03
"893","high_risk_tolerance","good_investment_exp","very_important_liq_need","both",0.512083333333,"rlt",100,"long_time_horizon","1805a96756c07314308952b7334ab200",0,22,1106.33727272727
"894","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",32.0682666667,"stock",100,"short_time_horizon","405085385bf1466b2f22426ca0d01e45",0,22,101.037727272727
"895","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",64.4748666667,"stock",10,"long_time_horizon","5a863b2bc04beb83abd3dfa28e6a2495",1,22,29.1252863636364
"896","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",1.80933333333,"stock",100,"short_time_horizon","416f240ebb7242226caba938452fb29d",1,21,448.175847619048
"897","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",215.792233333,"stock",500,"long_time_horizon","203eda81a3737ccc1dc46103f01d6486",0,22,11281.2790909091
"898","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",52.757,"stock",2500,"short_time_horizon","188cc66350e11554c9062ba8cd1e3a99",0,22,2266.91636363636
"899","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",500,"short_time_horizon","d19f0b3816037a973f6bb8118e74d999",0,22,10454.025
"900","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",17.3494,"stock",50,"long_time_horizon","a8fbcba7c471cf5e348b3300d578da76",0,22,133.496818181818
"901","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",16.3983,"mlp",25,"med_time_horizon","841977bf1f741daf6199f85611b41adf",0,22,283.653181818182
"902","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",25.0594666667,"stock",1,"short_time_horizon","efd9dabdb375481bb572ec6b6ffbb802",0,22,1277.99272727273
"903","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",10.436,"stock",50,"med_time_horizon","82b56bca1dcf23867f2d3a6131102e66",0,22,42.9109090909091
"904","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",70.7820166667,"stock",25,"short_time_horizon","a359dd72a0fbc538e1a4fcb3927d1d44",0,22,42.8406636363636
"905","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",26.43445,"stock",5,"short_time_horizon","0b394cd74a8b89e6a38440b953c58363",0,21,364.614285714286
"906","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",40.1816166667,"stock",1500,"short_time_horizon","8f63910daf65eded21ebf76528edb881",0,21,1517.24238095238
"907","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","both",8.0605,"stock",15,"short_time_horizon","2586468e2f4fbe42e39bdb51ce088618",1,21,1054.38605238095
"908","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",500,"long_time_horizon","e041fa1a047957072aa4db6f363071fa",0,22,16.7991454545455
"909","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",5.81531666667,"stock",2000,"med_time_horizon","87f455de02c084c7603a16993a66a051",0,22,5781.95954545455
"910","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",70.77405,"stock",111.8,"short_time_horizon","b4ec0c3667f38e95aa21a24b6d84d841",0,22,882.922772727273
"911","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",11.056,"stock",500,"short_time_horizon","6eb9b0a7f9b4d81ff582ee97d3fa474d",0,22,404.816072727273
"912","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",18.26965,"stock",500,"med_time_horizon","c65d0fa0cd36647e43a911cff29bd278",0,22,858.14
"913","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",24.2857333333,"stock",1000,"long_time_horizon","57049e560a912a4e1d11d45fdd4b2e04",0,22,86784.8934090909
"914","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","both",6.42566666667,"stock",5000,"short_time_horizon","b51e44f586559875566f075440405465",0,22,15343.3554545455
"915","high_risk_tolerance","no_investment_exp","very_important_liq_need","both",1.3954,"stock",500,"long_time_horizon","5bab0372bd09c879ec90a1ec30846fc6",0,22,5479.29090909091
"916","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",27.3942333333,"stock",1000,"short_time_horizon","70f8eca6b3ed282c202a4c6bd6e0d9e6",0,22,5449.49081818182
"917","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",13.3441333333,"stock",500,"long_time_horizon","4dccb0d68066204a2f85889ead3d1f64",0,22,222.207272727273
"918","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",11.0714833333,"stock",100,"med_time_horizon","32d3e97a9b1313a90f896398e29f64db",0,21,410.292857142857
"919","low_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",200,"long_time_horizon","8b6c685100c6f51573383d4061cd0b7e",0,21,227.72
"920","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",500,"med_time_horizon","a78b90e6cffcc24b4340eaf2f633addf",0,22,352.911363636364
"921","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",41.1092333333,"stock",400,"long_time_horizon","97935e6f36fbb166ede17ab6ca49b9e0",0,22,5634.06863636364
"922","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",4.38486666667,"stock",1500,"short_time_horizon","6230a3e18cf6cc3ae636264e540a9b34",0,22,1312.87
"923","low_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",21.0247166667,"stock",500,"short_time_horizon","bf28ef60cf37f0db22227ccf8a8aa012",0,22,3433.69105454545
"924","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",12.06075,"stock",100,"long_time_horizon","c86e1e8515508c201b98ba6ccf7afec3",0,22,9018.18727272727
"925","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",29.9347833333,"etp",1000,"med_time_horizon","2410b91a68bc54a1d05d34882ef39c33",0,22,3359.02431818182
"926","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",58.57695,"stock",100,"short_time_horizon","11f3b07c6afa998e5be9b826e9e36b65",0,22,100.7
"927","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",25.647,"stock",100,"long_time_horizon","4d59b57d44f7c0ff9cd1dfb471417c42",0,22,256.485
"928","high_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",2.62398333333,"stock",100,"short_time_horizon","e149e1b699ddc351dd582b65a78f024f",0,22,98.0995454545454
"929","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",33.5853,"stock",100,"short_time_horizon","de40dda20f7e035f469512b936bb264b",0,22,124
"930","med_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",8.9814,"stock",200,"long_time_horizon","bb51d2d37ad0ab919a1632c3a0778405",0,22,5873.83409090909
"931","high_risk_tolerance","good_investment_exp","very_important_liq_need","both",80.9285,"stock",5,"long_time_horizon","2cabd47b7dd23de09f7ce110e1ec2ed1",0,17,40.884
"932","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",37.79595,"stock",200,"short_time_horizon","2544f3955a8ce0e1efa6377a0c8fc2e2",0,22,23.1681818181818
"933","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",697.096816667,"stock",500,"long_time_horizon","c5b9f2a190c8c6b62fe395426c0f6ff6",0,22,515.790909090909
"934","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",20.20145,"etp",1500,"med_time_horizon","c7affe2a7ea472ef04efc30a1ae65860",0,22,2817.28045454545
"935","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",3.26953333333,"stock",10,"med_time_horizon","41d85c0a057a8f292e674091fe5ddbf1",0,22,10.5827272727273
"936","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",9.28206666667,"stock",1,"long_time_horizon","6ce19cb5098b0033be66968bffde489c",0,22,165.678181818182
"937","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",40.2397333333,"stock",1000,"short_time_horizon","2992ca2f056616f5ae8714d6fc963122",0,22,80653.7768181818
"938","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",3.3165,"stock",70.45,"short_time_horizon","1b92b3f13becf88c4740140b44527955",0,22,345.812727272727
"939","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",5.81515,"stock",30,"short_time_horizon","d9e378fa3774636275e4f042135ea35b",0,22,636.497272727273
"940","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",7.82558333333,"stock",100,"short_time_horizon","961a5a104b245e27421ba909f235e09b",0,22,29.9577272727273
"941","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",33.4139666667,"stock",50,"long_time_horizon","93ddfb370d7b1280804547ef0f41a15a",0,10,11.048
"942","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",25,"short_time_horizon","328ce3e13c56728a629ceb93e9012090",0,22,118.923636363636
"943","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",3.23516666667,"stock",5000,"short_time_horizon","1401b51f47be115a95bc9ffeac9eb36c",0,22,942.021363636364
"944","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",83.3413666667,"stock",4,"med_time_horizon","58fdd05ec180e23ffe3814c9bb9f921b",0,22,17.6595454545455
"945","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",29.5309833333,"stock",50,"short_time_horizon","637fd8f28f657e1cfe4d8fb9e69213e0",0,22,6758.58590909091
"946","high_risk_tolerance","no_investment_exp","not_important_liq_need","iOS",12.5502333333,"cef",100,"long_time_horizon","b7534a378cf4d189f86b5cf3e581948c",0,22,1348.89070909091
"947","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",16.8426333333,"stock",100,"long_time_horizon","1acc90c0468cfa323fafb3a1cf487693",0,22,1391.36559090909
"948","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",25.2789,"stock",20,"long_time_horizon","5e248e12df36295160b28a821e76b049",0,15,168.064
"949","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",16.2566,"etp",200,"long_time_horizon","ed4afd3bc0e6c9bf7b74dea801e16759",0,22,495.860454545455
"950","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","Android",18.6738833333,"etp",100,"short_time_horizon","4663b0f210772f690a992865f32fc0ae",0,22,4522.96171818182
"951","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",2.3727,"stock",10,"short_time_horizon","027ee343d3cfd38060f147228d08403e",0,22,40.6981818181818
"952","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",105.444816667,"stock",50,"short_time_horizon","0fcb9a39c3499fb947dedb9359b5221e",0,22,688.389345454545
"953","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"long_time_horizon","0380d44034a0cff27cc0c0a569a15c86",0,22,417.718727272727
"954","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",500,"short_time_horizon","908f98d2a25948a74bccd8dfcccf9b15",0,22,29.1645454545455
"955","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",3.86148333333,"stock",300,"short_time_horizon","f07704679067c5d2f0c0419ea782c316",0,14,505.2
"956","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",5.39075,"stock",2000,"short_time_horizon","06464a1e9a70faccc59124805bcdcf1b",0,22,18518.8604545455
"957","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"short_time_horizon","fbc5223e0b38db36c9b3439326aae416",1,1,100.71
"958","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",38.7487,"stock",10.28,"short_time_horizon","59608adebab59417bf27df97a9ab6ded",0,22,21.1912954545455
"959","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",427.1475,"stock",10,"med_time_horizon","4a2293cad317109b8740bc7c11677fc8",0,17,69.1120588235294
"960","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","both",11.3367333333,"stock",90,"short_time_horizon","fdc54af66d1190dec81b95b4a2965634",1,21,586.750476190476
"961","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",21.4766666667,"stock",100,"short_time_horizon","e4eeeee1e0b708505200c0037f4856f9",0,22,24.9595454545455
"962","high_risk_tolerance","extensive_investment_exp","very_important_liq_need","iOS",15.1225833333,"etp",888,"long_time_horizon","5a39989e40d03738c64ba4694ba397e1",0,22,1222.10272727273
"963","med_risk_tolerance","no_investment_exp","very_important_liq_need","both",0,"stock",200,"short_time_horizon","885c0eda56faa2e854709cce2ea7763d",0,22,43.7009090909091
"964","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",9.81998333333,"stock",150,"short_time_horizon","4dec209cc5879ca96074607d79280f0a",0,21,114.316804761905
"965","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",100,"med_time_horizon","90647f4469bb23d24511da73a25f7e50",0,22,7364.07363636364
"966","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"adr",500,"med_time_horizon","8424424c39121f9f045bdfa5e84bbcf5",0,22,8517.55227272727
"967","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",19.4327166667,"stock",100,"long_time_horizon","1fee26063cb63595f283930579190f85",0,22,524.168636363636
"968","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",500,"long_time_horizon","1dadebdfb33d5d02ee50cc8bc075ffa8",0,22,1102.01727272727
"969","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",4.48245,"stock",500,"med_time_horizon","f18444d8a150fc4a5077de276d55b70e",0,22,7724.77545454545
"970","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",29.8309833333,"stock",1000,"short_time_horizon","5051950aa4830df61b1aaf946424a815",0,22,220.946818181818
"971","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"long_time_horizon","7b3b4a0e21f880a4d502070c076ae12c",0,22,4079.38727272727
"972","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",42.6161,"stock",400,"short_time_horizon","082387271904e912cf8b37159355d321",0,22,1036.42727272727
"973","med_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",19.3025,"stock",4000,"med_time_horizon","e94b9772a388f5a172c5b0a51f3fa5f2",0,22,1980.62954545455
"974","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",6.577,"mlp",300,"short_time_horizon","7a119c4abe910211ece08641ae721ce1",0,22,50.8881818181818
"975","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",14.97605,"stock",2500,"short_time_horizon","35fcac22e76a71b1ff55804043fd3846",0,22,10702.4490909091
"976","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",19.3123,"stock",10000,"short_time_horizon","bec3e3480518d5e386014f4dd627a98f",0,22,93901.3681818182
"977","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",38.9074333333,"stock",100,"med_time_horizon","210f8a0c1bc874f96bba43828e0d8c2e",0,22,143.049427272727
"978","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",20.0562833333,"stock",5000,"long_time_horizon","58971e4e340e131db27809dbe2e712c5",0,22,8401.13529090909
"979","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",156.714666667,"mlp",25,"long_time_horizon","392c132f5cd7a90083b693f38e8f80e7",0,21,32.1757142857143
"980","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",23.2087333333,"stock",40,"med_time_horizon","0e756bd07832eb8637d5a99bb711dc1d",0,22,44.3472727272727
"981","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"long_time_horizon","d963695af6102d22c0fb3108d3d20760",0,22,489.375909090909
"982","med_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",1,"med_time_horizon","dceff5a7fabf58b4f4578411a70d2659",0,22,54.0765545454545
"983","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",3.7688,"adr",100,"short_time_horizon","80df8e7f7266bf9c9999f856f892e224",0,22,130.880909090909
"984","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",5,"short_time_horizon","44c4f77674d142fd087a5cc4c0845a0e",0,22,5735.82090909091
"985","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",10.0619,"stock",5,"med_time_horizon","eb5b7ffddc3f42516db281e59deea8aa",0,22,3567.86318181818
"986","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",26.9972333333,"adr",1000,"short_time_horizon","fbbfb165b85f008bfde1949c4ab8f5c9",0,22,1153.28
"987","med_risk_tolerance","good_investment_exp","very_important_liq_need","both",0,"stock",500,"long_time_horizon","f5a60743e3d75f39f29e6f6eec2fac55",0,22,549.35
"988","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",78.7751166667,"stock",25,"short_time_horizon","a7927ebeff9ef38c06dc353e2f6cc978",0,22,199.955386363636
"989","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",28.3874166667,"stock",50,"short_time_horizon","f0e09f04d7498d6f0e72ab2ffd9735bc",0,22,2847.84454545455
"990","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"med_time_horizon","3e9d2545cbbf0ced30b9d8483f1f1ffd",0,22,1332.23227272727
"991","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",4.9945,"stock",100,"long_time_horizon","5ede42374d572486edef1bf31ea4e226",0,22,119.585
"992","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",8.32583333333,"reit",80,"short_time_horizon","19b988f6af1fe1fdd876b771f01d1d52",0,22,5518.15545454545
"993","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",1.8376,"etp",300,"short_time_horizon","4a655aa8cdfe263c4a83855004cc41d0",0,22,1205.75409090909
"994","high_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",4.47816666667,"stock",50,"short_time_horizon","7c3b5b39e9a232495d381ebbaef52c1e",0,22,48.9654545454545
"995","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",10.4476,"stock",50,"long_time_horizon","d2e957ee5366b5efd327fd8215abbbfc",0,22,52.4
"996","med_risk_tolerance","limited_investment_exp","very_important_liq_need","both",0,"stock",1000,"long_time_horizon","0e0c610a1583c64dec27c756cc5fc539",0,22,16391.2477272727
"997","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",33.0845333333,"stock",20,"long_time_horizon","d84a73b2e29b6e9cdf3f8fc18363bd63",1,5,24.6752
"998","high_risk_tolerance","good_investment_exp","very_important_liq_need","both",21.5927,"stock",500,"short_time_horizon","0c2f2bcccbb63845d15ecf54cebc398a",0,22,2212.36
"999","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"long_time_horizon","48ea461e0273b8138f3d54fe4a9ee050",0,22,19.34
"1000","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",33.0086666667,"stock",100,"short_time_horizon","3b80185548a38243f8cfc42ac06ca845",0,3,10.16
"1001","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",10.16435,"stock",4000,"short_time_horizon","27133e19b676a5164b223673df5171ca",1,20,6543.571
"1002","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",5.92518333333,"stock",25,"long_time_horizon","48b1e74489f8670e83bc08c406ba29d5",0,22,34.1340909090909
"1003","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",11.6920666667,"stock",200,"long_time_horizon","77c0f5c5a0576790ca3f65c61bd0d91f",0,22,3487.26409090909
"1004","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",2500,"long_time_horizon","b18ce2e543b1491050870327c48c8724",0,22,37674.7736363636
"1005","low_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",4.46911666667,"stock",10,"short_time_horizon","dd8aaf2cb2739e32a76d905f962602dd",1,4,83.41
"1006","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",1000,"long_time_horizon","14d6417155ff449c4b8398740991e3e1",0,22,1133.16909090909
"1007","med_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",13.4839666667,"stock",5000,"long_time_horizon","a5136aab7e874f20e07e9902445b82eb",0,22,5665.51363636364
"1008","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",24.5601,"stock",300,"short_time_horizon","5ec6ca233186e580d1a9d9b7164ac649",0,21,566.606666666667
"1009","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",13.3831166667,"stock",100,"long_time_horizon","411265cc836196472a157ff28ebea89d",0,22,1096.41409090909
"1010","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",3.16016666667,"stock",100,"short_time_horizon","fcef36ed912ba9643df5cd11a13e4e10",0,22,54.4489590909091
"1011","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",12.9425666667,"stock",500,"short_time_horizon","68d2adbc42f411c3d6d1fc0cc61ff819",0,22,42.8440454545455
"1012","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",6.16158333333,"stock",100,"med_time_horizon","43669a3343327f65278920c712cd8cc9",0,22,3634.84858181818
"1013","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",22.9813333333,"stock",50,"short_time_horizon","d3c36b3d832cfd988d4e102f167830aa",0,21,1489.45318571429
"1014","low_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",17.1062333333,"stock",10,"long_time_horizon","877566ffd3d22c07380588ad084ce018",1,21,12.16
"1015","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",62.1308333333,"tracking",50,"short_time_horizon","0bde51cc2e37c11cfa16cf58c1e9fe8c",0,22,172.703181818182
"1016","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",8.77696666667,"stock",150,"long_time_horizon","3351b7b694f61758ef9150a10c648d11",0,22,2533.56272727273
"1017","med_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",28.7733333333,"stock",10,"short_time_horizon","4b0b019a026e7303f5f5e88e5447affc",0,22,87.3727272727273
"1018","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",13.7458666667,"stock",500,"long_time_horizon","cd9cc4da5a0f3650f24653d4c8283d09",0,22,6281.68272727273
"1019","high_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",724.075616667,"adr",200,"long_time_horizon","9f3c5e4b10eb5f8202f958a96fdf8d00",0,22,3069.00409090909
"1020","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",21.0339,"stock",2000,"short_time_horizon","fa0b0dfe2a799c9a731abdb366a9aed8",0,22,9736.84229545455
